instant,season,year,month,holiday,week_day,working_day,weather,temperature,feeling_temperature,humidity,wind_speed,y
306,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,4186
561,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,6969
374,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,2376
228,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,4725
144,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,4492
181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,5515
132,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,4864
697,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,3959
48,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,2475
325,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,2765
204,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,3285
85,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496
634,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,7538
566,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,6591
612,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,6034
399,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,4151
92,2,0,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,2252
83,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,1865
431,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,3956
120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,5312
292,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,2424
58,1,0,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,2402
322,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,3392
258,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,3659
695,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,2424
443,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,5892
43,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,1472
618,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,8227
389,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,4339
336,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,3940
274,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,2429
489,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,6421
551,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,7403
54,1,0,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113,1917
687,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,5629
129,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,4362
29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,1098
184,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,4649
460,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,6436
511,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,6734
676,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,5686
152,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,3974
245,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,4727
544,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,7335
545,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,6879
640,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,6778
266,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,2395
289,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,5041
424,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,4363
148,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,4758
660,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,6824
178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,4708
100,2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,2895
449,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,3372
432,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,4916
116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,4400
73,1,0,3,0,1,1,1,0.325217,0.332,0.496957,0.136926,2046
538,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,5905
678,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,5315
719,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,5267
175,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,4991
88,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425
552,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,6241
487,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,5740
706,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,5375
315,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,3368
397,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,4579
601,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,7765
473,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,6691
71,1,0,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,2132
600,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,7375
278,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,4826
724,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,920
10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,1321
360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317
708,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,5582
193,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,4258
630,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,8167
560,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,7499
685,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,5445
